  5.500E+05 5.501E+05 2.108E+00 3.066E+00 4.186E+00 1.943E-01 7.447E+00 9.555E+00 1.235E+05 -0.7144 1.429E+00
  6.000E+05 6.001E+05 2.115E+00 3.369E+00 4.597E+00 2.123E-01 8.178E+00 1.029E+01 1.286E+05 -0.7255 1.429E+00
  7.000E+05 7.001E+05 2.129E+00 3.978E+00 5.426E+00 2.486E-01 9.653E+00 1.178E+01 1.377E+05 -0.7450 1.429E+00
  8.000E+05 8.001E+05 2.140E+00 4.594E+00 6.264E+00 2.849E-01 1.114E+01 1.328E+01 1.456E+05 -0.7620 1.429E+00
  9.000E+05 9.001E+05 2.150E+00 5.215E+00 7.109E+00 3.214E-01 1.265E+01 1.480E+01 1.528E+05 -0.7769 1.429E+00
  1.000E+06 1.000E+06 2.159E+00 5.842E+00 7.961E+00 3.580E-01 1.416E+01 1.632E+01 1.592E+05 -0.7903 1.429E+00
  1.200E+06 1.200E+06 2.175E+00 7.086E+00 9.645E+00 4.323E-01 1.716E+01 1.934E+01 1.705E+05 -0.8134 1.429E+00
  1.400E+06 1.400E+06 2.189E+00 8.342E+00 1.134E+01 5.071E-01 2.019E+01 2.238E+01 1.801E+05 -0.8329 1.429E+00
  1.700E+06 1.700E+06 2.206E+00 1.024E+01 1.391E+01 6.199E-01 2.478E+01 2.698E+01 1.923E+05 -0.8576 1.429E+00
  2.000E+06 2.000E+06 2.220E+00 1.217E+01 1.651E+01 7.333E-01 2.940E+01 3.162E+01 2.025E+05 -0.8782 1.429E+00
  2.500E+06 2.500E+06 2.240E+00 1.534E+01 2.078E+01 9.264E-01 3.705E+01 3.929E+01 2.167E+05 -0.9065 1.429E+00
  3.000E+06 3.000E+06 2.256E+00 1.855E+01 2.508E+01 1.121E+00 4.475E+01 4.701E+01 2.283E+05 -0.9296 1.429E+00
  3.500E+06 3.500E+06 2.270E+00 2.177E+01 2.941E+01 1.318E+00 5.250E+01 5.477E+01 2.381E+05 -0.9492 1.429E+00
  4.000E+06 4.000E+06 2.282E+00 2.501E+01 3.375E+01 1.515E+00 6.028E+01 6.256E+01 2.467E+05 -0.9661 1.429E+00
  4.500E+06 4.500E+06 2.293E+00 2.826E+01 3.811E+01 1.714E+00 6.809E+01 7.039E+01 2.542E+05 -0.9811 1.429E+00
